s_Id,filename,happen_Dt,happen_Place,kind_Cd,color_Cd,age,weight,notice_No,notice_Sdt,notice_Edt,popfile,process_State,sex_Cd,neuter_Yn,special_Mark,care_Nm,care_Tel,care_Addr,org_Nm,org_Nm_C,officetel
192,http://www.animal.go.kr/files/shelter/2024/04/202405110905495_s.jpg,20240510,남동구 간석동 939 간석행복누리움아파트,[개] 스피츠,흰색,2020(년생),5(Kg),인천-남동-2024-00163,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405110905495.jpg,보호중,M,Y,노란색목줄착용,인천광역시수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소) ",인천광역시,남동구,032-453-6096
193,http://www.animal.go.kr/files/shelter/2024/04/202405111105548_s.jpg,20240510,미추홀구 주안로 205번길 12-6,[개] 말티즈,흰색,2018(년생),3(Kg),인천-미추홀-2024-00174,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405111105548.jpg,종료(반환),F,Y,주인반환,인천광역시수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소) ",인천광역시,미추홀구,032-880-4682
194,http://www.animal.go.kr/files/shelter/2024/04/202405110905598_s.jpg,20240510,미추홀구 주안동 817-2,[개] 푸들,갈색,2022(년생),5(Kg),인천-미추홀-2024-00173,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405110905598.jpg,보호중,M,N,"빨간색하네스 목줄착용, 겁이많음",인천광역시수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소) ",인천광역시,미추홀구,032-880-4682
195,http://www.animal.go.kr/files/shelter/2024/04/202405110905971_s.jpg,20240510,미추홀구 소성로 121,[개] 믹스견,검/흰,2019(년생),7(Kg),인천-미추홀-2024-00172,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405110905971.jpg,보호중,F,N,"겁이많음,허스키믹스추정",인천광역시수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소) ",인천광역시,미추홀구,032-880-4682
196,http://www.animal.go.kr/files/shelter/2024/04/202405131905469_s.jpg,20240510,장안읍 고원아파트 1단지,[개] 말티즈,흰색,2018(년생),3.3(Kg),부산-기장-2024-00100,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405131905469.jpg,보호중,F,U,"미용됨, 순함, 흰색",사단법인 동부,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,부산광역시,기장군,051-709-2891
197,http://www.animal.go.kr/files/shelter/2024/04/202405131405222_s.jpg,20240510,수영로618번길 5 동신빌라트 부근,[개] 믹스견,흰색,2021(년생),6(Kg),부산-수영-2024-00105,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405131405222.jpg,보호중,M,N,"미용됨,순함",(사)동부동물보호협회,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,부산광역시,수영구,051-610-4501
198,http://www.animal.go.kr/files/shelter/2024/04/202405131405407_s.jpg,20240510,연수로 277-4,[개] 말티즈,흰색,2012(년생),1.5(Kg),부산-수영-2024-00104,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405131405407.jpg,보호중,F,U,"순함,귀여움,활발함",(사)동부동물보호협회,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,부산광역시,수영구,051-610-4501
199,http://www.animal.go.kr/files/shelter/2024/04/20240513140537_s.jpg,20240510,연수로 277-4,[개] 믹스견,갈색,2021(년생),8.8(Kg),부산-수영-2024-00103,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/20240513140537.jpg,보호중,M,N,"말티푸 추정,활발함",(사)동부동물보호협회,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,부산광역시,수영구,051-610-4501
200,http://www.animal.go.kr/files/shelter/2024/04/202405131505325_s.jpg,20240510,유엔평화로76번길 인근,[개] 골든 리트리버,갈색,2019(년생),35(Kg),부산-남구-2024-00081,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405131505325.jpg,종료(반환),M,Y,"빨간 하네스 착용, 주인 연락됨, 귀여움",(사)동부동물보호협회,051-701-7599,부산광역시 해운대구 송정동 85-1,부산광역시,남구,051-607-4481
201,http://www.animal.go.kr/files/shelter/2024/04/202405131405141_s.jpg,20240510,동명대학교,[개] 푸들,흰색,2021(년생),2.6(Kg),부산-남구-2024-00080,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405131405141.jpg,보호중,F,U,"순함, 흰색",(사)동부동물보호협회,051-701-7599,부산광역시 해운대구 송정동 85-1,부산광역시,남구,051-607-4481
202,http://www.animal.go.kr/files/shelter/2024/04/202405130905960_s.jpg,20240510,부산진구 백양관문로 31 광무여자중학교,[개] 푸들,갈색,2016(년생),3(Kg),부산-부산진-2024-00143,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405130905960.jpg,보호중,M,U,개체번호 142&갈색&칩 없음,동물보호관리협회,010-3344-6208,부산광역시 강서구 가락대로1283번길 25-2 (봉림동) ,부산광역시,부산진구,051-605-4474
203,http://www.animal.go.kr/files/shelter/2024/04/202405130905224[1]_s.jpg,20240510,부산진구 전포동 109-1,[개] 믹스견,흰갈,2018(년생),16(Kg),부산-부산진-2024-00142,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405130905224[1].jpg,보호중,F,U,개체번호 141&흰갈,동물보호관리협회,010-3344-6208,부산광역시 강서구 가락대로1283번길 25-2 (봉림동) ,부산광역시,부산진구,051-605-4474
204,http://www.animal.go.kr/files/shelter/2024/04/202405130205813_s.jpg,20240510,서대신동3가 산87,[개] 포인터,갈흰,2020(년생),15(Kg),부산-서구-2024-00190,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405130205813.jpg,보호중,F,N,"얼룩덜룩한갈색털무늬,힘이좋고사람을잘따름,활발함,서구1-109호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시,서구,051-240-4504
205,http://www.animal.go.kr/files/shelter/2024/04/202405130205670_s.jpg,20240510,서대신동3가 산87,[개] 캐벌리어 킹 찰스 스파니엘,검갈흰,2019(년생),21(Kg),부산-서구-2024-00189,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405130205670.jpg,보호중,F,N,"사람을잘따름,활발한성격,힘이좋음,서구1-108호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시,서구,051-240-4504
206,http://www.animal.go.kr/files/shelter/2024/04/202405130205801_s.jpg,20240510,서대신동3가 산87,[개] 믹스견,검흰,2020(년생),10(Kg),부산-서구-2024-00188,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405130205801.jpg,보호중,M,N,"호기심이많고사람을잘따름,활발한성격,서구1-107호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시,서구,051-240-4504
207,http://www.animal.go.kr/files/shelter/2024/04/202405130205876_s.jpg,20240510,서대신동3가 산87,[개] 믹스견,흰색,2020(년생),18(Kg),부산-서구-2024-00187,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405130205876.jpg,보호중,F,N,"복슬복슬한털이매력적,겁이많으나사람을잘따름,쫑긋한귀,서구1-106호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시,서구,051-240-4504
208,http://www.animal.go.kr/files/shelter/2024/04/202405130105761_s.jpg,20240510,서대신동3가 산87,[개] 포인터,갈흰,2021(년생),15(Kg),부산-서구-2024-00186,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405130105761.jpg,보호중,F,N,"얼룩덜룩한갈색털무늬,눈색이예쁨,겁이많음,서구1-105호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시,서구,051-240-4504
209,http://www.animal.go.kr/files/shelter/2024/04/202405130105133_s.jpg,20240510,서대신동3가 산87,[개] 캐벌리어 킹 찰스 스파니엘,검갈흰,2019(년생),19(Kg),부산-서구-2024-00185,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405130105133.jpg,보호중,F,N,"알록달록털무늬가매력적,겁이많음,경계심,서구1-104호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시,서구,051-240-4504
210,http://www.animal.go.kr/files/shelter/2024/04/202405130105529_s.jpg,20240510,서대신동3가 산87,[개] 믹스견,검흰,2019(년생),20(Kg),부산-서구-2024-00184,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405130105529.jpg,보호중,M,N,"덩치가크고힘이좋음,사람을잘따름,활발한성격,서구1-103호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시,서구,051-240-4504
211,http://www.animal.go.kr/files/shelter/2024/04/202405130105952_s.jpg,20240510,서대신동3가 산87,[개] 믹스견,황흰,2021(년생),14(Kg),부산-서구-2024-00183,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405130105952.jpg,보호중,F,N,"밝은갈색털이매력적,겁이많음,사람에대한경계심,서구1-102호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시,서구,051-240-4504
212,http://www.animal.go.kr/files/shelter/2024/04/202405130105277_s.jpg,20240510,서대신동3가 산87,[개] 믹스견,회흰,2018(년생),19(Kg),부산-서구-2024-00182,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405130105277.jpg,보호중,F,N,"힘이좋음,활발하고사람을잘따름,서구1-101호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시,서구,051-240-4504
213,http://www.animal.go.kr/files/shelter/2024/04/202405130105732[1]_s.jpg,20240510,서대신동3가 산87,[개] 믹스견,검흰,2019(년생),14(Kg),부산-서구-2024-00181,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405130105732[1].jpg,보호중,F,N,"힘이좋음,경계심과공격성,겁이많음,서구1-100호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시,서구,051-240-4504
214,http://www.animal.go.kr/files/shelter/2024/04/202405130105105[1]_s.jpg,20240510,서대신동3가 산87,[개] 믹스견,황흰,2021(년생),15(Kg),부산-서구-2024-00180,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405130105105[1].jpg,보호중,F,N,"복슬복슬한털,활발한성격,사람을잘따름,힘이좋음,서구1-99호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시,서구,051-240-4504
215,http://www.animal.go.kr/files/shelter/2024/04/202405130105695_s.jpg,20240510,서대신동3가 산87,[개] 포인터,갈흰,2020(년생),16(Kg),부산-서구-2024-00179,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405130105695.jpg,보호중,F,N,"얼룩덜룩한털무늬,겁이많음,사람에대한경계심,서구1-98호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시,서구,051-240-4504
216,http://www.animal.go.kr/files/shelter/2024/04/202405130105492_s.jpg,20240510,서대신동3가 산87,[개] 캐벌리어 킹 찰스 스파니엘,검갈흰,2019(년생),26(Kg),부산-서구-2024-00178,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405130105492.jpg,보호중,M,N,"커다란몸집,힘이좋음,활발한성격,서구1-97호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시,서구,051-240-4504
217,http://www.animal.go.kr/files/shelter/2024/04/202405130105107_s.jpg,20240510,서대신동3가 산87,[개] 포인터,갈흰,2019(년생),10(Kg),부산-서구-2024-00177,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405130105107.jpg,보호중,F,N,"얼룩덜룩한털무늬,경계심이있음,겁이많음,서구1-96호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시,서구,051-240-4504
218,http://www.animal.go.kr/files/shelter/2024/04/202405130105289_s.jpg,20240510,서대신동3가 산87,[개] 믹스견,황색,2021(년생),6(Kg),부산-서구-2024-00176,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405130105289.jpg,보호중,M,N,"활발한성격,사람을좋아함,흰양말신은것같은발,서구1-95호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시,서구,051-240-4504
219,http://www.animal.go.kr/files/shelter/2024/04/202405130105105_s.jpg,20240510,서대신동3가 산87,[개] 스피츠,흰색,2020(년생),5.5(Kg),부산-서구-2024-00175,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405130105105.jpg,보호중,F,N,"털에때가많이탐,겁이많음,약간의피부병,서구1-94호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시,서구,051-240-4504
220,http://www.animal.go.kr/files/shelter/2024/04/202405130105699_s.jpg,20240510,서대신동3가 산87,[개] 믹스견,갈흰,2022(년생),7(Kg),부산-서구-2024-00174,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405130105699.jpg,보호중,F,N,"쫑긋한귀,겁이많으나활발한성격,약간의경계심,서구1-93호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시,서구,051-240-4504
221,http://www.animal.go.kr/files/shelter/2024/04/202405130105908[1]_s.jpg,20240510,서대신동3가 산87,[개] 믹스견,검흰,2024(년생),6.5(Kg),부산-서구-2024-00173,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405130105908[1].jpg,보호중,F,N,"털에때가많이탐,사람에대한경계심,겁이많음,서구1-92호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시,서구,051-240-4504
222,http://www.animal.go.kr/files/shelter/2024/04/202405130105865_s.jpg,20240510,서대신동3가 산87,[개] 믹스견,검흰,2024(년생),6.5(Kg),부산-서구-2024-00172,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405130105865.jpg,보호중,M,N,"털에때가많이탐,사람에대한경계심,겁이많음,서구1-91호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시,서구,051-240-4504
223,http://www.animal.go.kr/files/shelter/2024/04/202405130105732_s.jpg,20240510,서대신동3가 산87,[개] 믹스견,검흰,2024(년생),6(Kg),부산-서구-2024-00171,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405130105732.jpg,보호중,M,N,"코에검정무늬,털에때가많이탐,겁이많음,서구1-90호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시,서구,051-240-4504
224,http://www.animal.go.kr/files/shelter/2024/04/20240513010546_s.jpg,20240510,서대신동3가 산87,[개] 포인터,갈흰,2024(년생),7(Kg),부산-서구-2024-00170,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/20240513010546.jpg,보호중,M,N,"겁이많음,얼룩덜룩한얼굴무늬,긴꼬리를가짐,눈색이예쁨,서구1-89호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시,서구,051-240-4504
225,http://www.animal.go.kr/files/shelter/2024/04/20240513010578[1]_s.jpg,20240510,서대신동3가 산87,[개] 포인터,갈흰,2024(년생),7.5(Kg),부산-서구-2024-00169,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/20240513010578[1].jpg,보호중,F,N,"겁이많음,얼룩덜룩한얼굴무늬,긴꼬리를가짐,서구1-88호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시,서구,051-240-4504
226,http://www.animal.go.kr/files/shelter/2024/04/202405130105965[1]_s.jpg,20240510,서대신동3가 산87,[개] 포인터,갈흰,2024(년생),7.5(Kg),부산-서구-2024-00168,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405130105965[1].jpg,보호중,F,N,"겁이많음,얼룩덜룩한얼굴무늬,긴꼬리를가짐,서구1-87호",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,부산광역시,서구,051-240-4504
227,http://www.animal.go.kr/files/shelter/2024/04/202405111405989_s.jpg,20240510,동일로426 인근,[개] 말티즈,흰,2016(년생),4.6(Kg),서울-광진-2024-00038,20240513,20240523,http://www.animal.go.kr/files/shelter/2024/04/202405111405989.jpg,종료(반환),M,Y,활발. 친화적. 코팥죽색. 귀반접힘. 꼬리단미안됨. 털상태양호. 칩있음. ,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,서울특별시,광진구,02-450-6648
228,http://www.animal.go.kr/files/shelter/2024/04/202405121205452_s.jpg,20240510,노화읍노화로,[개] 믹스견,흰색,2022(년생),10(Kg),전남-완도-2024-00128,20240512,20240522,http://www.animal.go.kr/files/shelter/2024/04/202405121205452.jpg,보호중,F,N,흰색,유기동물임시보호센터,061-550-5749,전라남도 완도군 신지면 신지로6번길 23-89 (신지면) ,전라남도,완도군,061-550-5740
229,http://www.animal.go.kr/files/shelter/2024/04/202405121205490_s.jpg,20240510,노화읍석중리,[개] 믹스견,갈색,2023(년생),5(Kg),전남-완도-2024-00127,20240512,20240522,http://www.animal.go.kr/files/shelter/2024/04/202405121205490.jpg,보호중,F,N,갈색,유기동물임시보호센터,061-550-5749,전라남도 완도군 신지면 신지로6번길 23-89 (신지면) ,전라남도,완도군,061-550-5740
230,http://www.animal.go.kr/files/shelter/2024/04/202405121205294_s.jpg,20240510,미평 파출소 인근,[개] 푸들,흰색,2023(년생),6.8(Kg),전남-여수-2024-00224,20240512,20240522,http://www.animal.go.kr/files/shelter/2024/04/202405121205294.jpg,종료(반환),F,N,분홍색 넥카라 착용 중. 견주 방문 반환 완료.,유기동물보호소,061-659-2474,"전라남도 여수시 주동1길 32 (주삼동, 여수시농업기술센터) 여수시 유기동물보호소",전라남도,여수시,061-659-2474
231,http://www.animal.go.kr/files/shelter/2024/04/202405121205318_s.jpg,20240510,쌍봉파출소 인근,[개] 포메라니안,흰색,2021(년생),5.2(Kg),전남-여수-2024-00223,20240512,20240522,http://www.animal.go.kr/files/shelter/2024/04/202405121205318.jpg,종료(반환),M,Y, 내장칩 확인. 견주 인계,유기동물보호소,061-659-2474,"전라남도 여수시 주동1길 32 (주삼동, 여수시농업기술센터) 여수시 유기동물보호소",전라남도,여수시,061-659-2474
232,http://www.animal.go.kr/files/shelter/2024/04/202405121205563_s.jpg,20240510,쌍봉파출소 인근,[개] 말티즈,흰색,2022(년생),2.5(Kg),전남-여수-2024-00222,20240512,20240522,http://www.animal.go.kr/files/shelter/2024/04/202405121205563.jpg,종료(반환),M,Y,포메와 함께 구조. 내장칩 확인. 견주 인계,유기동물보호소,061-659-2474,"전라남도 여수시 주동1길 32 (주삼동, 여수시농업기술센터) 여수시 유기동물보호소",전라남도,여수시,061-659-2474
233,http://www.animal.go.kr/files/shelter/2024/04/202405110905319_s.jpg,20240510,제주시 구좌읍 종달리1700,[개] 믹스견,검정,2024(년생),7.1(Kg),제주-제주-2024-01391,20240511,20240521,http://www.animal.go.kr/files/shelter/2024/04/202405110905319.jpg,보호중,F,N,개체관리번호 1308 - 4개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,,064-710-4065
234,http://www.animal.go.kr/files/shelter/2024/04/202405110905772_s.jpg,20240510,제주시 구좌읍 종달리1700,[개] 믹스견,검정,2024(년생),6(Kg),제주-제주-2024-01390,20240511,20240521,http://www.animal.go.kr/files/shelter/2024/04/202405110905772.jpg,보호중,M,N,개체관리번호 1307 - 4개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,,064-710-4065
235,http://www.animal.go.kr/files/shelter/2024/04/202405110905296_s.jpg,20240510,제주시 구좌읍 종달리1700,[개] 믹스견,검정,2024(년생),8.8(Kg),제주-제주-2024-01389,20240511,20240521,http://www.animal.go.kr/files/shelter/2024/04/202405110905296.jpg,보호중,M,N,개체관리번호 1306 - 4개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,,064-710-4065
236,http://www.animal.go.kr/files/shelter/2024/04/202405110905362_s.jpg,20240510,서귀포시 동홍동 솔오름전망대,[개] 믹스견,갈색,2018(년생),27(Kg),제주-제주-2024-01388,20240511,20240521,http://www.animal.go.kr/files/shelter/2024/04/202405110905362.jpg,종료(반환),M,N,개체관리번호 1305 - 파란목줄/심장사상충/경계심,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,,064-710-4065
237,http://www.animal.go.kr/files/shelter/2024/04/202405110905299_s.jpg,20240510,서귀포시 표선면 돈오름로22번길17-2,[개] 믹스견,브린들,2022(년생),12.5(Kg),제주-제주-2024-01387,20240511,20240521,http://www.animal.go.kr/files/shelter/2024/04/202405110905299.jpg,보호중,F,U,개체관리번호 1304 - 초파목줄/심장사상충,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,,064-710-4065
238,http://www.animal.go.kr/files/shelter/2024/04/202405110905252_s.jpg,20240510,서귀포시 표선면 돈오름로22번길17-2,[개] 믹스견,흰색,2022(년생),13.6(Kg),제주-제주-2024-01386,20240511,20240521,http://www.animal.go.kr/files/shelter/2024/04/202405110905252.jpg,보호중,F,U,개체관리번호 1303 - 빨간목줄/심장사상충/경계심,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,,064-710-4065
239,http://www.animal.go.kr/files/shelter/2024/04/202405110905734_s.jpg,20240510,제주시 한경면 낙수로301,[개] 믹스견,흰색,2023(년생),15.3(Kg),제주-제주-2024-01385,20240511,20240521,http://www.animal.go.kr/files/shelter/2024/04/202405110905734.jpg,보호중,F,U,개체관리번호 1302 - 경계심,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,,064-710-4065
240,http://www.animal.go.kr/files/shelter/2024/04/202405110905787_s.jpg,20240510,제주시 애월읍 장전리1615,[개] 믹스견,흰색,2023(년생),15.5(Kg),제주-제주-2024-01384,20240511,20240521,http://www.animal.go.kr/files/shelter/2024/04/202405110905787.jpg,보호중,M,N,개체관리번호 1301 - 파란징목줄/경계심,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,,064-710-4065
241,http://www.animal.go.kr/files/shelter/2024/04/202405110905594_s.jpg,20240510,제주시 도평동 도평길78,[개] 올드 잉글리쉬 쉽독,흰색,2018(년생),30.5(Kg),제주-제주-2024-01383,20240511,20240521,http://www.animal.go.kr/files/shelter/2024/04/202405110905594.jpg,보호중,M,Y,개체관리번호 1300 - 심장사상충,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,,064-710-4065
242,http://www.animal.go.kr/files/shelter/2024/04/202405111405630_s.jpg,20240510,하의면,[개] 믹스견,검정색,2024(년생),2.5(Kg),전남-신안-2024-00128,20240511,20240521,http://www.animal.go.kr/files/shelter/2024/04/202405111405630.jpg,보호중,M,N,"온순, 마을주위를 떠도는 유기자견",신안군유기동물보호소,010-9678-9966,전라남도 무안군 삼향읍 석매길 21-3  ,전라남도,신안군,061-240-8346
243,http://www.animal.go.kr/files/shelter/2024/04/202405111305601_s.jpg,20240510,하의면,[개] 믹스견,흰재색,2024(년생),2.8(Kg),전남-신안-2024-00127,20240511,20240521,http://www.animal.go.kr/files/shelter/2024/04/202405111305601.jpg,보호중,F,N,보호와 관리가 필요한 유기자견,신안군유기동물보호소,010-9678-9966,전라남도 무안군 삼향읍 석매길 21-3  ,전라남도,신안군,061-240-8346
244,http://www.animal.go.kr/files/shelter/2024/04/202405111305675_s.jpg,20240510,하의면,[개] 믹스견,흰색,2024(60일미만)(년생),2.4(Kg),전남-신안-2024-00126,20240511,20240521,http://www.animal.go.kr/files/shelter/2024/04/202405111305675.jpg,보호중,F,N,"온순, 마을을 배회하는 유기자견",신안군유기동물보호소,010-9678-9966,전라남도 무안군 삼향읍 석매길 21-3  ,전라남도,신안군,061-240-8346
245,http://www.animal.go.kr/files/shelter/2024/04/202405111305820_s.jpg,20240510,하의면,[개] 믹스견,황재색,2024(년생),2.6(Kg),전남-신안-2024-00125,20240511,20240521,http://www.animal.go.kr/files/shelter/2024/04/202405111305820.jpg,보호중,F,N,"온순, 겁이 많은 유기자견",신안군유기동물보호소,010-9678-9966,전라남도 무안군 삼향읍 석매길 21-3  ,전라남도,신안군,061-240-8346
246,http://www.animal.go.kr/files/shelter/2024/04/202405111305133_s.jpg,20240510,하의면,[개] 믹스견,흰재색,2024(년생),2.5(Kg),전남-신안-2024-00124,20240511,20240521,http://www.animal.go.kr/files/shelter/2024/04/202405111305133.jpg,보호중,F,N,보호가 필요한 유기자견,신안군유기동물보호소,010-9678-9966,전라남도 무안군 삼향읍 석매길 21-3  ,전라남도,신안군,061-240-8346
247,http://www.animal.go.kr/files/shelter/2024/04/20240510160587_s[1].jpg,20240510,"옥천면 영신리, 과수연구소",[개] 믹스견,갈색,2021(년생),20(Kg),전남-해남-2024-00106,20240511,20240521,http://www.animal.go.kr/files/shelter/2024/04/20240510160587.jpg,보호중,F,U,사람을 경계함.,해남유기동물보호센터,061-531-3916,전라남도 해남군 해남읍 용머리길 14-37  ,전라남도,해남군,061-531-3916
248,http://www.animal.go.kr/files/shelter/2024/04/202405102305982_s.jpg,20240510,익산시외화길26,[개] 믹스견,베이지색,2018(년생),6(Kg),전북-익산-2024-00607,20240511,20240521,http://www.animal.go.kr/files/shelter/2024/04/202405102305982.jpg,보호중,F,N,발발이믹스개이며 많이말라있고 사나운편임,익산유기동물보호소,063-855-1214,전북특별자치도 익산시 서동로42길 77 (용제동) 16통 1반,전북특별자치도,익산시,063-859-5769
249,http://www.animal.go.kr/files/shelter/2024/04/20240510230597_s.jpg,20240510,익산시금마면구륭1길,[개] 믹스견,흰색,2023(년생),10(Kg),전북-익산-2024-00606,20240511,20240521,http://www.animal.go.kr/files/shelter/2024/04/20240510230597.jpg,보호중,M,N,발발이믹스개이며 작고사나운편임,익산유기동물보호소,063-855-1214,전북특별자치도 익산시 서동로42길 77 (용제동) 16통 1반,전북특별자치도,익산시,063-859-5769
250,http://www.animal.go.kr/files/shelter/2024/04/202405102305428_s.jpg,20240510,익산시금마면구륭1길,[개] 믹스견,흰색,2023(년생),9(Kg),전북-익산-2024-00605,20240511,20240521,http://www.animal.go.kr/files/shelter/2024/04/202405102305428.jpg,보호중,F,N,발발이믹스개이며 작고사나운편임,익산유기동물보호소,063-855-1214,전북특별자치도 익산시 서동로42길 77 (용제동) 16통 1반,전북특별자치도,익산시,063-859-5769
251,http://www.animal.go.kr/files/shelter/2024/04/202405102305267_s.jpg,20240510,익산시낭산면아리랑로698,[개] 믹스견,흰색,2024(60일미만)(년생),2(Kg),전북-익산-2024-00604,20240511,20240521,http://www.animal.go.kr/files/shelter/2024/04/202405102305267.jpg,보호중,M,N,생후2개월정도 많이말라있고아파보임 ,익산유기동물보호소,063-855-1214,전북특별자치도 익산시 서동로42길 77 (용제동) 16통 1반,전북특별자치도,익산시,063-859-5769
